Date,In,Out,Station,Seq,Route,InVerifyDate,OutVerifyDate
2006/10/01,0,0,北門站,7,松山新店線,95年10月,
2006/11/01,0,0,北門站,7,松山新店線,95年11月,
2006/12/01,0,0,北門站,7,松山新店線,95年12月,
2007/01/01,0,0,北門站,7,松山新店線,96年1月,
2007/02/01,0,0,北門站,7,松山新店線,96年2月,
2007/03/01,0,0,北門站,7,松山新店線,96年3月,
2007/04/01,0,0,北門站,7,松山新店線,96年4月,
2007/05/01,0,0,北門站,7,松山新店線,96年5月,
2007/06/01,0,0,北門站,7,松山新店線,96年6月,
2007/07/01,0,0,北門站,7,松山新店線,96年7月,
2007/08/01,0,0,北門站,7,松山新店線,96年8月,
2007/09/01,0,0,北門站,7,松山新店線,96年9月,
2007/10/01,0,0,北門站,7,松山新店線,96年10月,
2007/11/01,0,0,北門站,7,松山新店線,96年11月,
2007/12/01,0,0,北門站,7,松山新店線,96年12月,
2008/01/01,0,0,北門站,7,松山新店線,97年1月,
2008/02/01,0,0,北門站,7,松山新店線,97年2月,
2008/03/01,0,0,北門站,7,松山新店線,97年3月,
2008/04/01,0,0,北門站,7,松山新店線,97年4月,
2008/05/01,0,0,北門站,7,松山新店線,97年5月,
2008/06/01,0,0,北門站,7,松山新店線,97年6月,
2008/07/01,0,0,北門站,7,松山新店線,97年7月,
2008/08/01,0,0,北門站,7,松山新店線,97年8月,
2008/09/01,0,0,北門站,7,松山新店線,97年9月,
2008/10/01,0,0,北門站,7,松山新店線,97年10月,
2008/11/01,0,0,北門站,7,松山新店線,97年11月,
2008/12/01,0,0,北門站,7,松山新店線,97年12月,
2009/01/01,0,0,北門站,7,松山新店線,98年1月,
2009/02/01,0,0,北門站,7,松山新店線,98年2月,
2009/03/01,0,0,北門站,7,松山新店線,98年3月,
2009/04/01,0,0,北門站,7,松山新店線,98年4月,
2009/05/01,0,0,北門站,7,松山新店線,98年5月,
2009/06/01,0,0,北門站,7,松山新店線,98年6月,
2009/07/01,0,0,北門站,7,松山新店線,98年7月,
2009/08/01,0,0,北門站,7,松山新店線,98年8月,
2009/09/01,0,0,北門站,7,松山新店線,98年9月,
2009/10/01,0,0,北門站,7,松山新店線,98年10月,
2009/11/01,0,0,北門站,7,松山新店線,98年11月,
2009/12/01,0,0,北門站,7,松山新店線,98年12月,
2010/01/01,0,0,北門站,7,松山新店線,99年1月,
2010/02/01,0,0,北門站,7,松山新店線,99年2月,
2010/03/01,0,0,北門站,7,松山新店線,99年3月,
